"SID","count","L1.beepvar","L1.A_rude","L1.E_quiet","L1.C_lazy","L1.N_relaxed","L1.N_depressed","L1.E_outgoing","L1.A_kind","L1.C_reliable","L1.N_worried","L1.pos_emo","L1.neg_emo","L1.authentic","L1.self_esteem","L1.happy","L1.lonely","L1.aca_motiv","L1.around_others","L1.connected","L2.GPA","L2.life_sat","L2.friendship_sat","L2.community_sat","L2.academic_sat","L2.psych_sat","L2.procrastinate","L2.gender","L2.age"
10389,43,2,1,5,2,3,1,1,1,4,2,3,3,3,4,3,1,5,4,1,NA,12,13,10,10,11,3,1,18
10389,43,3,2,1,4,4,1,3,3,4,3,4,3,3,4,4,1,2,4,3,NA,12,13,10,10,11,3,1,18
10389,43,4,1,3,3,4,1,1,2,4,2,3,3,3,4,3,3,5,4,2,NA,12,13,10,10,11,3,1,18
10389,43,5,2,3,5,3,1,2,2,3,3,3,1,2,4,3,3,2,3,1,NA,12,13,10,10,11,3,1,18
10389,43,6,1,4,5,3,3,1,2,3,3,3,3,2,3,2,2,2,4,1,NA,12,13,10,10,11,3,1,18
10389,43,8,1,3,1,2,2,4,4,5,1,2,3,3,3,2,4,1,4,3,NA,12,13,10,10,11,3,1,18
10389,43,9,1.55172413793103,5,1,1,1,1,2.48275862068966,4,4,3,3,5,3,2,2,5,3,1,NA,12,13,10,10,11,3,1,18
10389,43,10,2,2,1,4,1,4,4,4,3,4,2,4,4,4,2,3,4,4,NA,12,13,10,10,11,3,1,18
10389,43,11,1.55172413793103,5,1,1,3,1,2.48275862068966,2,5,2,5,3,2,1,1,5,2,1,NA,12,13,10,10,11,3,1,18
10389,43,12,1,2,2,2,1,4,4,3,1,5,2,3,4,4,1,2,4,4,NA,12,13,10,10,11,3,1,18
10389,43,13,1,3,2,3,1,4,2,4,3,4,2,3,4,4,1,2,4,4,NA,12,13,10,10,11,3,1,18
10389,43,14,1.55172413793103,5,3,2,1,1,2.48275862068966,3,2,2,3,3,3,3,2,5,3,2,NA,12,13,10,10,11,3,1,18
10389,43,15,1,2,3,3,1,2,2,3,4,2,2,3,3,2,1,5,4,2,NA,12,13,10,10,11,3,1,18
10389,43,16,1.55172413793103,2,1,2,1,2,2.48275862068966,3,4,3,3,3,3,2,4,4,3,3,NA,12,13,10,10,11,3,1,18
10389,43,17,1.55172413793103,4,4,2,3,2,2.48275862068966,4,4,2,3,3,3,2,4,3,4,2,NA,12,13,10,10,11,3,1,18
10389,43,18,3,5,2,3,4,2,2,4,1,3,3,3,4,3,2,4,3,1,NA,12,13,10,10,11,3,1,18
10389,43,19,2,4,2,2,2,1,2,4,3,2,3,3,4,3,2,5,3,2,NA,12,13,10,10,11,3,1,18
10389,43,20,2,2,4,3,1,2,3,4,3,3,3,3,3,3,2,4,3,2,NA,12,13,10,10,11,3,1,18
10389,43,21,2,2,2,3,1,2,3,4,3,3,3,3,4,3,2,4,3,2,NA,12,13,10,10,11,3,1,18
10389,43,22,1.55172413793103,5,1,1,3,1,2.48275862068966,3,5,2,4,3,1,1,4,5,2,1,NA,12,13,10,10,11,3,1,18
10389,43,25,1.55172413793103,2,3,3,1,1,2.48275862068966,4,4,3,2,3,2,3,4,2,3,2,NA,12,13,10,10,11,3,1,18
10389,43,26,2,5,5,1,4,2,2,3,5,2,4,3,2,2,2,1,2,2,NA,12,13,10,10,11,3,1,18
10389,43,28,1,3,2,4,1,4,2,3,2,4,2,3,4,3,1,3,3,2,NA,12,13,10,10,11,3,1,18
10389,43,29,1.55172413793103,3,3,3,1,3,2.48275862068966,4,1,4,2,3,4,4,2,3,2,2,NA,12,13,10,10,11,3,1,18
10389,43,31,1.55172413793103,4,2,2,1,1,2.48275862068966,4,4,2,2,4,4,2,2,5,2,1,NA,12,13,10,10,11,3,1,18
10389,43,32,2,4,2,3,1,2,3,3,2,4,3,3,3,3,2,2,3,3,NA,12,13,10,10,11,3,1,18
10389,43,34,2,2,2,4,2,2,2,4,2,4,2,3,4,4,2,4,2,2,NA,12,13,10,10,11,3,1,18
10389,43,35,1,3,4,4,1,3,1,4,2,4,3,3,4,4,1,2,4,3,NA,12,13,10,10,11,3,1,18
10389,43,37,1,5,3,4,1,1,1,4,2,3,3,4,4,3,4,4,4,1,NA,12,13,10,10,11,3,1,18
10389,43,38,1,4,4,3,2,1,1,4,2,3,3,3,3,3,3,3,4,2,NA,12,13,10,10,11,3,1,18
10389,43,40,2,4,4,4,1,4,2,4,3,4,1,3,4,4,2,3,3,3,NA,12,13,10,10,11,3,1,18
10389,43,41,1,3,4,3,2,2,4,4,4,3,3,3,4,3,4,4,4,2,NA,12,13,10,10,11,3,1,18
10389,43,43,2,3,4,3,2,3,3,3,4,3,4,3,3,3,3,2,4,2,NA,12,13,10,10,11,3,1,18
10389,43,46,1,5,2,2,2,2,2,4,3,3,3,3,3,3,3,4,4,2,NA,12,13,10,10,11,3,1,18
10389,43,48,2,2,2,4,1,4,3,3,3,3,4,3,4,3,2,3,4,4,NA,12,13,10,10,11,3,1,18
10389,43,50,1.55172413793103,5,3,2,1,2,2.48275862068966,3,3,2,4,3,4,2,3,4,4,1,NA,12,13,10,10,11,3,1,18
10389,43,51,1.55172413793103,4,2,3,1,4,2.48275862068966,3,4,3,2,3,4,4,3,3,3,2,NA,12,13,10,10,11,3,1,18
10389,43,52,1.55172413793103,4,3,4,2,2,2.48275862068966,3,4,3,2,3,3,2,4,4,4,2,NA,12,13,10,10,11,3,1,18
10389,43,53,1.55172413793103,4,2,2,2,3,2.48275862068966,3,4,2,4,3,3,2,4,4,5,2,NA,12,13,10,10,11,3,1,18
10389,43,55,2,3,3,3,1,3,3,3,3,3,3,3,3,3,3,4,3,2,NA,12,13,10,10,11,3,1,18
10389,43,58,1.55172413793103,4,2,4,1,1,2.48275862068966,3,2,3,3,4,4,3,2,4,3,1,NA,12,13,10,10,11,3,1,18
10389,43,59,2,3,2,3,3,2,3,3,3,3,4,3,3,3,4,3,3,2,NA,12,13,10,10,11,3,1,18
10391,14,1,0.985210490246826,5,2,4,4,2,4,4,4,3,3,4,3,3,4,5,3,3,NA,9,12,12,12,8,2,2,18
10391,14,2,0.986976228629482,5,3,3,3,2,5,4,2,2,2,4,3,3,3,5,3,2,NA,9,12,12,12,8,2,2,18
10391,14,4,0.983901475855095,2,1,4,2,4,4,4,2,3,1,4,4,3,1,5,4,4,NA,9,12,12,12,8,2,2,18
10391,14,5,0.977997515296688,2,2,2,1,4,4,5,4,4,3,5,4,4,1,4,5,5,NA,9,12,12,12,8,2,2,18
10391,14,6,1.03867418577989,5,2,3,2,1,3,3,3,3,2,3,3,3,3,4,4,1,NA,9,12,12,12,8,2,2,18
10391,14,7,1.02468311829585,3,2,4,1,5,5,5,3,4,1,3,4,5,1,4,5,4,NA,9,12,12,12,8,2,2,18
10391,14,8,0.985878344598164,1,1,5,2,5,5,5,4,3,2,5,4,4,1,5,5,5,NA,9,12,12,12,8,2,2,18
10391,14,9,0.967485370681958,5,1,5,1,3,5,4,3,5,1,3,4,4,3,4,4,3,NA,9,12,12,12,8,2,2,18
10391,14,11,1.03081886327546,1,2,3,1,4,5,4,3,5,1,4,5,5,1,5,5,5,NA,9,12,12,12,8,2,2,18
10391,14,20,1.01295270738246,3,2,5,3,4,5,3,1,3,2,3,4,3,2,3,3,3,NA,9,12,12,12,8,2,2,18
10391,14,22,0.973918906046709,1,4,3,3,4,4,2,2,3,3,4,3,3,3,4,4,3,NA,9,12,12,12,8,2,2,18
10391,14,23,0.965465751714127,5,1,3,3,1,4.41666666666667,4,3,2,3,5,4,3,2,5,3,2,NA,9,12,12,12,8,2,2,18
10391,14,28,0.97379243777294,5,3,5,2,1,4.41666666666667,4,2,3,3,5,4,3,1,3,3,3,NA,9,12,12,12,8,2,2,18
10391,14,31,0.981280261307388,2,3,4,1,3,4,3,2,3,2,4,4,3,1,4,4,4,NA,9,12,12,12,8,2,2,18
10332,16,1,1,3,4,3,3,3,2,3,4,2,2,4,2,3,4,4,2,4,NA,10,13,11,7,5,5,2,18
10332,16,2,1,2,3,1,3,3,1,4,4,1,3,4,2,2,3,5,3,2,NA,10,13,11,7,5,5,2,18
10332,16,3,1,3,3,3,1,3,3,4,4,4,1,4,2,4,3,4,3,3,NA,10,13,11,7,5,5,2,18
10332,16,4,1.93333333333333,5,4,2,3,2,2.66666666666667,3,4,1,4,5,2,2,5,3,4,2,NA,10,13,11,7,5,5,2,18
10332,16,5,1,3,3,3,1,2,4,4,3,3,3,4,3,4,2,3,4,4,NA,10,13,11,7,5,5,2,18
10332,16,6,2,2,3,2,4,4,3,4,4,2,4,3,3,2,1,3,3,2,NA,10,13,11,7,5,5,2,18
10332,16,7,4,4,2,1,4,2,2,2,5,1,4,2,1,2,4,3,1,1,NA,10,13,11,7,5,5,2,18
10332,16,9,1,2,3,3,2,3,2,3,3,4,2,4,3,3,2,3,5,4,NA,10,13,11,7,5,5,2,18
10332,16,10,1,3,3,3,3,3,3,2,4,3,3,4,2,3,1,4,4,4,NA,10,13,11,7,5,5,2,18
10332,16,11,4,3,3,5,2,4,3,3,1,3,3,2,2,2,1,4,3,4,NA,10,13,11,7,5,5,2,18
10332,16,12,3,2,1,4,1,3,3,3,3,5,2,4,3,4,2,3,5,4,NA,10,13,11,7,5,5,2,18
10332,16,16,1,1,3,2,2,3,2,3,3,4,2,4,3,3,1,4,4,4,NA,10,13,11,7,5,5,2,18
10332,16,17,2,3,1,3,1,4,4,4,2,3,1,3,3,4,2,4,4,3,NA,10,13,11,7,5,5,2,18
10332,16,18,2,2,2,4,2,2,3,3,2,4,1,4,3,4,1,5,4,4,NA,10,13,11,7,5,5,2,18
10332,16,25,2,5,3,3,3,1,3,3,5,3,3,3,2,3,2,4,4,1,NA,10,13,11,7,5,5,2,18
10332,16,59,3,4,4,3,3,4,2,3,2,4,3,3,3,4,3,2,3,3,NA,10,13,11,7,5,5,2,18
10338,54,1,1,4,2,3,1,3,4,5,2,4,2,5,4,4,1,5,3,2,NA,13,13,13,12,10,3,2,18
10338,54,2,1,3,2,3,1,3,4,5,2,4,2,5,3,3,2,4,3,3,NA,13,13,13,12,10,3,2,18
10338,54,3,2,3,2,3,3,3,4,4,2,2,4,3,4,2,2,2,2,2,NA,13,13,13,12,10,3,2,18
10338,54,4,2,4,2,3,2,1,3,4,2,3,4,4,3,2,2,2,2,2,NA,13,13,13,12,10,3,2,18
10338,54,5,1.34782608695652,4,3,4,1,1,2.41304347826087,3,2,3,2,4,4,4,1,3,2,1,NA,13,13,13,12,10,3,2,18
10338,54,6,1,4,3,2,1,2,2,4,1,2,2,5,2,2,1,2,3,2,NA,13,13,13,12,10,3,2,18
10338,54,8,1.34782608695652,5,4,4,2,1,2.41304347826087,3,2,2,3,3,3,3,1,2,2,1,NA,13,13,13,12,10,3,2,18
10338,54,9,1,2,3,3,2,4,3,3,4,3,4,3,3,3,1,4,3,2,NA,13,13,13,12,10,3,2,18
10338,54,10,1,2,2,3,2,3,2,4,3,3,3,4,4,3,1,4,3,2,NA,13,13,13,12,10,3,2,18
10338,54,11,1,4,3,2,2,2,2,4,4,3,4,4,3,2,2,3,1,1,NA,13,13,13,12,10,3,2,18
10338,54,12,1,4,5,3,2,2,2,3,2,3,3,3,3,3,1,1,2,2,NA,13,13,13,12,10,3,2,18
10338,54,13,1,2,2,4,1,4,2,4,2,5,2,4,4,4,1,5,4,4,NA,13,13,13,12,10,3,2,18
10338,54,14,1,4,3,4,1,3,2,5,2,4,2,4,4,4,1,3,2,2,NA,13,13,13,12,10,3,2,18
10338,54,15,1,3,2,2,4,2,3,3,4,3,4,5,2,3,1,3,1,3,NA,13,13,13,12,10,3,2,18
10338,54,16,3,5,3,4,2,3,2,4,2,3,3,3,3,3,2,2,2,2,NA,13,13,13,12,10,3,2,18
10338,54,17,2,4,5,3,2,3,2,4,3,3,3,4,4,3,1,1,3,2,NA,13,13,13,12,10,3,2,18
10338,54,18,1,5,2,2,2,1,2,4,3,3,2,3,3,3,1,5,3,1,NA,13,13,13,12,10,3,2,18
10338,54,19,1,3,4,5,1,3,2,4,1,4,1,3,4,4,1,2,3,1,NA,13,13,13,12,10,3,2,18
10338,54,20,2,3,4,4,1,4,2,3,1,4,2,4,4,4,1,1,3,3,NA,13,13,13,12,10,3,2,18
10338,54,21,2,3,2,2,3,2,2,4,4,3,4,4,3,2,1,3,3,3,NA,13,13,13,12,10,3,2,18
10338,54,22,3,5,2,1,4,2,2,3,5,2,5,2,2,1,1,4,2,1,NA,13,13,13,12,10,3,2,18
10338,54,23,1,4,2,1,5,2,3,3,5,2,5,5,1,2,1,3,1,2,NA,13,13,13,12,10,3,2,18
10338,54,24,1,3,3,3,2,3,2,4,2,4,2,5,4,4,1,3,3,4,NA,13,13,13,12,10,3,2,18
10338,54,25,1,2,4,4,2,4,2,4,3,4,2,4,4,4,1,3,4,3,NA,13,13,13,12,10,3,2,18
10338,54,26,1,2,2,3,1,4,2,5,3,4,2,5,5,4,1,4,4,2,NA,13,13,13,12,10,3,2,18
10338,54,27,1,1,3,5,1,5,3,4,1,5,1,5,5,5,1,2,5,4,NA,13,13,13,12,10,3,2,18
10338,54,28,1,2,3,5,2,5,4,5,2,5,2,5,5,5,1,1,5,4,NA,13,13,13,12,10,3,2,18
10338,54,30,1,2,3,4,1,3,2,3,2,4,1,4,4,4,1,3,4,3,NA,13,13,13,12,10,3,2,18
10338,54,31,1,4,4,4,1,2,2,3,1,3,2,4,4,4,1,2,3,3,NA,13,13,13,12,10,3,2,18
10338,54,32,1,3,3,4,1,2,2,5,2,4,3,5,4,5,1,3,3,5,NA,13,13,13,12,10,3,2,18
10338,54,33,1.34782608695652,5,3,3,1,1,2.41304347826087,4,3,3,3,5,4,3,1,3,2,2,NA,13,13,13,12,10,3,2,18
10338,54,34,2,3,4,2,2,2,2,4,3,3,3,5,3,3,1,3,3,2,NA,13,13,13,12,10,3,2,18
10338,54,35,1,5,3,2,4,2,2,4,5,2,5,4,1,2,1,4,2,2,NA,13,13,13,12,10,3,2,18
10338,54,36,1.34782608695652,5,5,1,4,1,2.41304347826087,3,5,1,5,3,1,1,1,2,2,1,NA,13,13,13,12,10,3,2,18
10338,54,38,1.34782608695652,3,2,3,2,3,2.41304347826087,5,3,3,2,5,3,3,1,4,3,3,NA,13,13,13,12,10,3,2,18
10338,54,39,1,2,2,3,1,4,2,4,3,4,2,5,4,4,1,3,4,3,NA,13,13,13,12,10,3,2,18
10338,54,40,1.34782608695652,3,4,4,1,2,2.41304347826087,4,2,4,2,4,4,3,1,1,3,2,NA,13,13,13,12,10,3,2,18
10338,54,41,1,2,2,4,1,4,2,5,2,4,2,5,4,4,1,4,4,4,NA,13,13,13,12,10,3,2,18
10338,54,42,1.34782608695652,3,3,5,1,2,2.41304347826087,3,2,4,1,4,4,5,1,2,3,4,NA,13,13,13,12,10,3,2,18
10338,54,43,1.34782608695652,2,5,4,2,2,2.41304347826087,3,2,3,2,3,4,4,1,1,3,2,NA,13,13,13,12,10,3,2,18
10338,54,44,2,3,2,3,1,3,2,5,1,3,2,5,4,4,1,2,3,3,NA,13,13,13,12,10,3,2,18
10338,54,46,1,3,5,3,2,3,2,4,2,3,2,3,4,4,1,3,2,3,NA,13,13,13,12,10,3,2,18
10338,54,47,1,3,4,3,2,4,2,4,2,3,3,4,3,3,1,2,4,4,NA,13,13,13,12,10,3,2,18
10338,54,48,2,2,3,5,1,3,3,4,1,4,1,5,4,5,1,2,5,5,NA,13,13,13,12,10,3,2,18
10338,54,50,2,4,3,2,4,1,3,1,5,2,5,5,2,1,1,3,2,4,NA,13,13,13,12,10,3,2,18
10338,54,52,1,2,3,4,1,5,2,4,2,5,2,5,4,4,1,1,4,4,NA,13,13,13,12,10,3,2,18
10338,54,53,1,1,2,5,1,4,3,5,1,5,1,5,5,5,1,2,4,5,NA,13,13,13,12,10,3,2,18
10338,54,54,1,2,1,4,1,4,3,4,2,5,1,5,4,5,1,1,4,5,NA,13,13,13,12,10,3,2,18
10338,54,55,1,3,5,4,1,2,2,4,1,4,1,5,4,4,1,1,2,4,NA,13,13,13,12,10,3,2,18
10338,54,56,2,3,4,5,2,2,2,4,1,4,3,4,4,4,1,1,4,4,NA,13,13,13,12,10,3,2,18
10338,54,57,1,2,3,4,1,4,3,2,1,5,2,4,4,4,1,2,4,4,NA,13,13,13,12,10,3,2,18
10338,54,58,1,3,3,4,1,3,2,4,2,4,2,4,4,4,1,1,4,4,NA,13,13,13,12,10,3,2,18
10338,54,59,2,3,4,5,1,3,3,4,2,5,2,4,4,4,1,1,3,4,NA,13,13,13,12,10,3,2,18
10338,54,60,2,3,3,4,2,2,2,4,2,4,3,4,4,4,1,3,3,4,NA,13,13,13,12,10,3,2,18
10390,23,1,1,2,1,4,1.01802567020733,5,3,4,2,4,1,5,5,4,1,3,4,3,NA,15,15,12,10,15,2,1,18
10390,23,3,2,2,1,3,0.980139474513736,5,2,4,2,4,2,4,5,4,1,2,4,5,NA,15,15,12,10,15,2,1,18
10390,23,4,1,2,3,5,0.978335019589739,4,2,5,1,5,1,4,5,5,1,1,5,4,NA,15,15,12,10,15,2,1,18
10390,23,6,1,1,1,3,1.01934948006694,4,1,3,2,5,2,5,5,4,1,1,4,5,NA,15,15,12,10,15,2,1,18
10390,23,7,1,1,1,5,0.97147984293509,4,2,3,1,5,1,5,5,4,1,4,3,4,NA,15,15,12,10,15,2,1,18
10390,23,8,1,3,3,5,1.01752201089827,3,2,3,1,5,2,4,5,5,1,5,3,5,NA,15,15,12,10,15,2,1,18
10390,23,9,1,1,1,3,0.994645227724285,5,1,5,1,5,3,5,5,5,1,1,5,5,NA,15,15,12,10,15,2,1,18
10390,23,10,1,3,1,5,0.983543697194016,3,1,4,1,5,1,5,5,5,1,5,4,4,NA,15,15,12,10,15,2,1,18
10390,23,11,1.04761904761905,5,1,5,1.00047787509988,1,2.66666666666667,4,1,4,1,5,5,5,1,5,3,1,NA,15,15,12,10,15,2,1,18
10390,23,12,1,3,3,3,1.01974896672813,3,3,3,2,3,3,3,4,3,1,5,3,2,NA,15,15,12,10,15,2,1,18
10390,23,13,1,2,1,3,1.01693873230975,3,3,3,1,3,2,5,5,4,1,3,3,3,NA,15,15,12,10,15,2,1,18
10390,23,14,1,3,1,4,0.996960811375815,3,3,3,1,4,1,4,5,4,1,3,3,3,NA,15,15,12,10,15,2,1,18
10390,23,15,1,1,1,3,0.982325223220055,3,3,3,1,4,2,4,5,3,1,3,3,3,NA,15,15,12,10,15,2,1,18
10390,23,30,1.04761904761905,4,1,4,1.01615014062304,2,2.66666666666667,5,1,4,1,5,5,5,1,3,3,1,NA,15,15,12,10,15,2,1,18
10390,23,31,1,4,1,3,1.02325845625241,3,3,5,2,4,1,3,5,4,1,3,3,3,NA,15,15,12,10,15,2,1,18
10390,23,33,1,1,4,5,0.994972080593609,5,5,3,1,5,1,5,5,5,1,3,5,5,NA,15,15,12,10,15,2,1,18
10390,23,39,1,3,3,4,1.00603915688032,5,3,5,3,4,1,5,5,4,1,4,3,5,NA,15,15,12,10,15,2,1,18
10390,23,42,1,3,2,4,1.0253916240939,3,4,5,2,4,1,4,5,3,1,4,3,3,NA,15,15,12,10,15,2,1,18
10390,23,45,1,3,1,1,1.01923170512334,1,3,5,3,4,2,3,5,4,1,5,3,1,NA,15,15,12,10,15,2,1,18
10390,23,50,1,3,1,3,0.990076218612582,3,3,5,3,3,3,3,5,3,1,5,3,3,NA,15,15,12,10,15,2,1,18
10390,23,54,1,3,1,3,0.986208821680171,3,3,3,3,3,3,3,5,3,3,5,3,1,NA,15,15,12,10,15,2,1,18
10390,23,57,1,1,1,4,0.991873101667935,4,3,3,1,4,1,5,5,4,1,4,4,3,NA,15,15,12,10,15,2,1,18
10390,23,58,1,3,1,4,1.01496090616398,4,3,4,1,4,1,4,5,5,1,3,5,4,NA,15,15,12,10,15,2,1,18
10331,21,1,1.4,3,3,3,1,4,4,5,1,3,1,4,4,3,3,1,3,4,NA,12,13,9,9,13,2,2,23
10331,21,4,1.4,5,5,5,1,1,3.5,1,1,3,1,1,5,5,3,1,3,1,NA,12,13,9,9,13,2,2,23
10331,21,5,4,1,1,3,1,4,2,3,2,3,2,5,5,3,1,1,5,3,NA,12,13,9,9,13,2,2,23
10331,21,6,2,1,4,4,1,5,2,4,4,4,2,5,5,4,1,1,5,3,NA,12,13,9,9,13,2,2,23
10331,21,7,1,3,3,3,1,5,5,2,3,5,1,4,4,5,1,1,5,3,NA,12,13,9,9,13,2,2,23
10331,21,8,1.4,3,4,4,1,3,3.5,3,1,3,1,4,3,3,3,1,3,1,NA,12,13,9,9,13,2,2,23
10331,21,9,1.4,5,5,5,1,1,3.5,2,1,3,1,1,3,3,3,1,2,1,NA,12,13,9,9,13,2,2,23
10331,21,10,1,3,2,4,1,3,4,3,1,3,1,3,5,3,1,1,3,3,NA,12,13,9,9,13,2,2,23
10331,21,11,1,3,2,5,1,3,3,2,1,3,2,3,5,4,2,1,3,3,NA,12,13,9,9,13,2,2,23
10331,21,12,1,3,1,5,1,5,5,3,1,5,1,3,4,5,1,1,5,4,NA,12,13,9,9,13,2,2,23
10331,21,13,1,2,1,4,1,5,4,4,1,4,1,3,3,4,1,1,4,3,NA,12,13,9,9,13,2,2,23
10331,21,17,1,5,1,3,1,2,3,5,1,3,1,5,5,3,1,5,3,3,NA,12,13,9,9,13,2,2,23
10331,21,26,1,2,2,5,1,5,3,3,1,5,1,4,4,4,1,2,5,3,NA,12,13,9,9,13,2,2,23
10331,21,29,1,4,1,3,1,3,3,4,2,4,1,3,4,3,1,5,3,3,NA,12,13,9,9,13,2,2,23
10331,21,35,1.4,5,1,5,1,3,3.5,5,1,3,1,3,5,5,1,1,3,3,NA,12,13,9,9,13,2,2,23
10331,21,36,1,2,1,5,1,4,4,3,3,4,1,3,3,5,1,1,4,3,NA,12,13,9,9,13,2,2,23
10331,21,41,3,2,2,2,1,2,3,3,3,4,1,3,2,3,1,3,3,3,NA,12,13,9,9,13,2,2,23
10331,21,42,1,2,1,5,1,5,5,5,1,5,1,4,5,5,1,1,5,5,NA,12,13,9,9,13,2,2,23
10331,21,45,1,2,3,5,1,4,3,3,2,3,1,3,5,4,1,2,3,3,NA,12,13,9,9,13,2,2,23
10331,21,56,1.4,5,5,5,2,2,3.5,3,2,3,1,3,4,3,2,2,2,3,NA,12,13,9,9,13,2,2,23
10331,21,57,1,3,3,3,1,3,3,3,3,4,1,3,3,3,2,3,3,3,NA,12,13,9,9,13,2,2,23
10367,52,1,1,5,2,2,1,2,4,4,4,3,2,4,3,3,1,5,4,2,NA,14,15,14,15,15,3,2,19
10367,52,2,1,5,1,2,1,1,3,4,4,4,1,5,3,4,1,5,3,2,NA,14,15,14,15,15,3,2,19
10367,52,3,1,5,1,2,1,2,3,4,4,3,1,4,3,3,1,5,2,2,NA,14,15,14,15,15,3,2,19
10367,52,4,1,5,2,4,1,2,3,4,2,4,1,5,4,4,1,3,1,1,NA,14,15,14,15,15,3,2,19
10367,52,5,1.05405405405405,5,2,4,1,1,4.24324324324324,5,1,3,1,5,4,4,1,4,1,1,NA,14,15,14,15,15,3,2,19
10367,52,6,1,5,3,3,3,2,3,3,1,3,3,4,3,2,1,4,3,2,NA,14,15,14,15,15,3,2,19
10367,52,7,1.05405405405405,5,4,5,1,1,4.24324324324324,4,1,4,1,4,4,4,1,3,1,1,NA,14,15,14,15,15,3,2,19
10367,52,8,1,3,2,3,1,3,4,4,3,3,1,5,4,3,1,5,3,3,NA,14,15,14,15,15,3,2,19
10367,52,9,1,1,2,5,1,4,5,5,1,5,1,5,4,5,1,5,4,5,NA,14,15,14,15,15,3,2,19
10367,52,10,1,3,1,4,1,2,5,5,1,4,1,5,4,5,1,5,3,3,NA,14,15,14,15,15,3,2,19
10367,52,11,1,3,1,4,1,2,5,5,1,5,1,5,4,5,1,4,3,3,NA,14,15,14,15,15,3,2,19
10367,52,12,1,2,3,5,1,4,5,5,1,5,1,5,4,5,1,4,5,5,NA,14,15,14,15,15,3,2,19
10367,52,13,1.05405405405405,5,4,5,1,1,4.24324324324324,4,1,3,1,5,4,5,1,3,1,1,NA,14,15,14,15,15,3,2,19
10367,52,14,1,3,3,5,1,2,5,5,1,5,1,5,4,5,1,4,2,3,NA,14,15,14,15,15,3,2,19
10367,52,15,1,5,1,5,1,1,5,5,1,4,1,5,4,4,1,5,2,1,NA,14,15,14,15,15,3,2,19
10367,52,16,1,3,1,3,1,3,5,4,1,4,2,5,4,4,1,4,4,3,NA,14,15,14,15,15,3,2,19
10367,52,17,1.05405405405405,5,3,5,1,1,4.24324324324324,4,1,3,1,4,4,4,1,4,2,1,NA,14,15,14,15,15,3,2,19
10367,52,18,1,5,1,3,1,1,5,3,1,3,1,4,4,4,1,5,2,2,NA,14,15,14,15,15,3,2,19
10367,52,19,1,5,1,3,1,1,5,4,2,4,1,4,4,4,1,5,3,2,NA,14,15,14,15,15,3,2,19
10367,52,20,1.05405405405405,5,1,3,3,1,4.24324324324324,3,3,3,3,4,3,3,1,5,2,1,NA,14,15,14,15,15,3,2,19
10367,52,21,1,3,1,2,3,2,4,4,3,3,3,4,3,3,1,4,3,3,NA,14,15,14,15,15,3,2,19
10367,52,22,1,5,2,4,1,2,5,4,3,3,1,4,3,3,1,4,3,3,NA,14,15,14,15,15,3,2,19
10367,52,23,2,3,3,2,3,2,4,3,4,3,4,4,2,3,2,3,2,3,NA,14,15,14,15,15,3,2,19
10367,52,24,1,3,1,3,1,3,5,4,3,3,2,4,3,3,1,3,3,3,NA,14,15,14,15,15,3,2,19
10367,52,25,1.05405405405405,5,2,4,1,1,4.24324324324324,4,3,3,2,4,4,3,1,5,2,1,NA,14,15,14,15,15,3,2,19
10367,52,26,1,5,1,3,1,1,4,3,2,3,1,3,3,3,1,3,2,2,NA,14,15,14,15,15,3,2,19
10367,52,27,1,5,3,4,1,2,4,3,1,3,1,5,3,4,1,3,2,3,NA,14,15,14,15,15,3,2,19
10367,52,28,1,4,1,3,1,2,4,4,2,3,1,4,3,3,1,5,2,3,NA,14,15,14,15,15,3,2,19
10367,52,29,1,3,3,3,1,2,5,4,3,4,1,5,4,3,2,4,3,3,NA,14,15,14,15,15,3,2,19
10367,52,31,2,5,3,1,4,1,3,3,4,1,5,3,2,1,3,3,2,2,NA,14,15,14,15,15,3,2,19
10367,52,32,1,5,3,2,2,1,4,4,3,3,2,4,3,3,1,4,3,2,NA,14,15,14,15,15,3,2,19
10367,52,33,1.05405405405405,5,2,3,2,1,4.24324324324324,3,4,3,2,3,3,2,1,4,1,2,NA,14,15,14,15,15,3,2,19
10367,52,34,1,5,2,3,2,1,4,4,3,3,2,4,3,3,1,4,3,2,NA,14,15,14,15,15,3,2,19
10367,52,35,1.05405405405405,5,2,3,2,1,4.24324324324324,3,3,3,2,3,3,3,1,4,1,2,NA,14,15,14,15,15,3,2,19
10367,52,37,1,3,2,3,1,3,4,4,3,3,1,3,3,3,1,4,3,3,NA,14,15,14,15,15,3,2,19
10367,52,38,1,5,2,3,3,1,4,3,3,2,3,3,3,2,1,3,2,1,NA,14,15,14,15,15,3,2,19
10367,52,41,1,5,3,3,3,1,5,4,4,3,3,4,3,3,1,3,1,1,NA,14,15,14,15,15,3,2,19
10367,52,42,1.05405405405405,5,1,3,1,1,4.24324324324324,4,3,3,2,4,3,3,1,5,1,1,NA,14,15,14,15,15,3,2,19
10367,52,43,1,5,1,3,2,1,5,4,4,3,2,4,3,3,1,5,1,1,NA,14,15,14,15,15,3,2,19
10367,52,45,1,5,2,2,2,1,4,4,4,3,2,4,3,3,2,5,2,1,NA,14,15,14,15,15,3,2,19
10367,52,46,1.05405405405405,5,3,2,1,1,4.24324324324324,4,4,3,2,3,3,3,2,5,2,1,NA,14,15,14,15,15,3,2,19
